4,1,4,1,4,1,4,1,4,1
4,1,4,1,4,1,4,1,4,1
,,,,,,,,,
1328024229952,0,5,0,5,0,5,0,5,0,5
1328024339673,,,,,,,,,,
1328025407388
1328026129670,,,me,1
1328026465527,18-24,m,me,2
1328028505139,,,,
1328028568861,18-24,f,other,3
1328028713491,>55,m,me,0
1328086246458,,,,
1328086311732,,,,
1328086398683,,,,
1328086421840,,,,
1328089153819,18-24,m,other,0,Never,Often
1328102092216,,,,,,
